object	timestamp	instances	dimension0	dimension1	dimension2	dimension3	dimension4	pr
Oas	544	Oas6	500	1699	2679	5409	3864	0.03125
Oas	544	Oas7	559	1549	2926	5601	3865	0.15625
Oas	544	Oas8	412	1776	2653	5350	3925	0.03125
Oas	544	Oas9	700	1682	2646	5603	3726	0.09375
Cxe	545	Cxe0	2744	5014	1766	6494	4704	0.14
Cxe	545	Cxe1	2622	5109	1976	6384	4822	0.06
Cxe	545	Cxe2	2621	5111	1967	6395	4875	0.18
Cxe	545	Cxe3	2587	4944	1775	6632	4898	0.12
Cxe	545	Cxe4	2656	4997	1961	6521	4855	0.08
Cxe	545	Cxe5	2645	4844	1950	6388	4965	0.08
Cxe	545	Cxe6	2570	5035	1978	6490	4757	0.08
Cxe	545	Cxe7	2780	5133	1916	6548	4701	0.18
Cxe	545	Cxe8	2818	5015	2033	6444	4711	0.06
Cxe	545	Cxe9	2702	5036	2028	6630	4955	0.02
AcZ	546	AcZ0	1565	4911	845	2570	6124	0.0612244897959184
AcZ	546	AcZ1	1551	5098	780	2510	6004	0.0408163265306122
AcZ	546	AcZ2	1624	5066	632	2663	5976	0.163265306122449
AcZ	546	AcZ3	1578	5015	615	2488	5906	0.142857142857143
AcZ	546	AcZ4	1312	5119	642	2586	6181	0.163265306122449
AcZ	546	AcZ5	1574	5051	881	2573	5884	0.122448979591837
AcZ	546	AcZ6	1428	4961	664	2350	5877	0.0612244897959184
AcZ	546	AcZ7	1453	4871	891	2615	6095	0.0408163265306122
AcZ	546	AcZ8	1439	4994	706	2456	6211	0.142857142857143
AcZ	546	AcZ9	1604	4824	659	2477	6038	0.0612244897959184
cej	547	cej0	461	3053	3698	1241	6184	0.121212121212121
cej	547	cej1	405	3013	3638	1426	6166	0.121212121212121
cej	547	cej2	164	3096	3616	1294	5977	0.0303030303030303
cej	547	cej3	324	3126	3727	1119	5970	0.0151515151515152
cej	547	cej4	227	2960	3490	1171	6203	0.106060606060606
cej	547	cej5	392	2998	3665	1448	6018	0.136363636363636
cej	547	cej6	345	2978	3770	1242	6092	0.136363636363636
cej	547	cej7	478	3150	3524	1435	6105	0.136363636363636
cej	547	cej8	301	2950	3531	1249	6172	0.136363636363636
cej	547	cej9	250	3025	3611	1388	6249	0.0606060606060606
Nga	548	Nga0	1240	4771	5175	1104	268	0.134615384615385
Nga	548	Nga1	1410	4875	5002	1053	253	0.115384615384615
Nga	548	Nga2	1345	4614	5310	1089	103	0.0769230769230769
Nga	548	Nga3	1164	4864	5280	1114	340	0.115384615384615
Nga	548	Nga4	1474	4718	5083	1033	393	0.0961538461538462
Nga	548	Nga5	1230	4755	5220	1019	177	0.0192307692307692
Nga	548	Nga6	1169	4726	5112	954	288	0.0576923076923077
Nga	548	Nga7	1259	4796	5247	803	200	0.153846153846154
Nga	548	Nga8	1412	4733	5227	838	450	0.115384615384615
Nga	548	Nga9	1463	4682	5327	1000	302	0.115384615384615
Nsr	549	Nsr0	2825	314	5655	3395	2275	0.0263157894736842
Nsr	549	Nsr1	2909	337	5878	3163	2294	0.184210526315789
Nsr	549	Nsr2	2910	495	5815	3139	2077	0.105263157894737
Nsr	549	Nsr3	2914	275	5834	3432	2179	0.210526315789474
Nsr	549	Nsr4	2852	530	5896	3353	2323	0.0263157894736842
Nsr	549	Nsr5	2631	367	5643	3167	2311	0.0789473684210526
Nsr	549	Nsr6	2917	221	5919	3343	2363	0.0526315789473684
Nsr	549	Nsr7	2670	236	5606	3183	2227	0.0789473684210526
Nsr	549	Nsr8	2831	536	5673	3171	2091	0.105263157894737
Nsr	549	Nsr9	2728	382	5664	3228	2253	0.131578947368421
KSw	550	KSw0	5090	6276	6091	6567	1452	0.108695652173913
KSw	550	KSw1	5030	6263	6280	6641	1509	0.152173913043478
KSw	550	KSw2	4928	6196	6126	6681	1511	0.108695652173913
KSw	550	KSw3	4999	6187	6075	6686	1350	0.108695652173913
KSw	550	KSw4	4847	6254	6245	6747	1556	0.0217391304347826
KSw	550	KSw5	4812	6140	6137	6683	1461	0.108695652173913
KSw	550	KSw6	4879	6153	6222	6750	1488	0.108695652173913
KSw	550	KSw7	5053	5978	6337	6574	1468	0.0652173913043478
KSw	550	KSw8	5052	5994	6300	6713	1546	0.130434782608696
KSw	550	KSw9	5103	6046	6186	6419	1606	0.0869565217391304
FoE	551	FoE0	2824	5720	876	2018	1949	0.027027027027027
FoE	551	FoE1	2665	5552	630	2050	1931	0.027027027027027
FoE	551	FoE2	2819	5816	629	1885	2158	0.0810810810810811
FoE	551	FoE3	2633	5685	765	2049	2149	0.0540540540540541
FoE	551	FoE4	2696	5690	909	1840	1859	0.189189189189189
FoE	551	FoE5	2621	5595	673	1984	2007	0.108108108108108
FoE	551	FoE6	2815	5798	945	1857	1886	0.0540540540540541
FoE	551	FoE7	2629	5662	668	2059	1967	0.135135135135135
FoE	551	FoE8	2523	5872	805	2108	2136	0.243243243243243
FoE	551	FoE9	2723	5578	714	2133	2141	0.0810810810810811
xVT	552	xVT0	3100	1124	5879	6019	652	0.142857142857143
xVT	552	xVT1	3197	978	6097	6114	624	0.0816326530612245
xVT	552	xVT2	3057	846	6092	5853	762	0.142857142857143
xVT	552	xVT3	3085	942	5911	5986	685	0.122448979591837
xVT	552	xVT4	3140	1006	6040	5994	787	0.102040816326531
xVT	552	xVT5	2934	831	5940	5898	698	0.0204081632653061
xVT	552	xVT6	3153	1039	5868	5851	661	0.0612244897959184
xVT	552	xVT7	3209	1013	6034	5802	703	0.183673469387755
xVT	552	xVT8	2955	968	6040	5916	557	0.102040816326531
xVT	552	xVT9	3187	910	6019	6087	762	0.0408163265306122
zmP	553	zmP0	3394	5366	6386	4756	5770	0.0754716981132075
zmP	553	zmP1	3221	5117	6443	4772	5923	0.169811320754717
zmP	553	zmP2	3441	5319	6289	4850	5972	0.0566037735849057
zmP	553	zmP3	3310	5055	6289	4925	6023	0.132075471698113
zmP	553	zmP4	3273	5291	6474	4908	6035	0.169811320754717
zmP	553	zmP5	3394	5083	6465	4731	6046	0.0377358490566038
zmP	553	zmP6	3247	5375	6365	4934	5785	0.132075471698113
zmP	553	zmP7	3397	5136	6280	4701	5812	0.0188679245283019
zmP	553	zmP8	3199	5078	6434	4687	5774	0.113207547169811
zmP	553	zmP9	3286	5153	6310	4952	5738	0.0943396226415094
XQG	554	XQG0	2140	6089	974	4239	3015	0.106382978723404
XQG	554	XQG1	2039	6110	1056	4439	3037	0.0212765957446809
XQG	554	XQG2	1965	6155	971	4164	2895	0.191489361702128
XQG	554	XQG3	1959	6356	1048	4423	2935	0.191489361702128
XQG	554	XQG4	1851	6287	862	4483	3083	0.0851063829787234
XQG	554	XQG5	1844	6329	919	4282	3117	0.0851063829787234
XQG	554	XQG6	1877	6113	1001	4169	3135	0.0212765957446809
XQG	554	XQG7	2083	6309	772	4337	2877	0.0638297872340425
XQG	554	XQG8	1875	6074	791	4261	3156	0.127659574468085
XQG	554	XQG9	1799	6193	826	4288	3167	0.106382978723404
PEQ	555	PEQ0	2768	1501	5141	3504	1358	0.06
PEQ	555	PEQ1	2665	1628	5053	3744	1140	0.04
PEQ	555	PEQ2	2889	1502	5061	3424	1278	0.18
PEQ	555	PEQ3	2822	1334	5151	3552	1416	0.12
PEQ	555	PEQ4	2873	1596	4886	3589	1180	0.1
PEQ	555	PEQ5	2759	1424	5069	3442	1466	0.08
PEQ	555	PEQ6	2896	1384	5158	3419	1141	0.16
PEQ	555	PEQ7	2759	1406	5100	3647	1197	0.16
PEQ	555	PEQ8	2730	1460	5155	3626	1407	0.08
PEQ	555	PEQ9	2910	1309	5090	3420	1290	0.02
NLR	556	NLR0	1699	3176	4228	4845	6718	0.102040816326531
NLR	556	NLR1	1866	3173	4434	4951	6896	0.102040816326531
NLR	556	NLR2	1800	3209	4327	4989	6866	0.0816326530612245
NLR	556	NLR3	1929	3295	4452	4837	6836	0.102040816326531
NLR	556	NLR4	1862	3445	4432	4984	6783	0.0408163265306122
NLR	556	NLR5	1850	3122	4428	4736	6769	0.0612244897959184
NLR	556	NLR6	1796	3167	4245	5015	6987	0.142857142857143
NLR	556	NLR7	1767	3434	4434	4779	6711	0.0612244897959184
NLR	556	NLR8	1777	3319	4391	4993	6922	0.122448979591837
NLR	556	NLR9	2021	3144	4297	5081	6747	0.183673469387755
kaR	557	kaR0	2762	1201	6564	5515	5070	0.1
kaR	557	kaR1	2722	1250	6407	5281	5357	0.02
kaR	557	kaR2	2774	1062	6527	5538	5283	0.06
kaR	557	kaR3	2851	1219	6636	5293	5141	0.12
kaR	557	kaR4	2945	1259	6460	5567	5171	0.18
kaR	557	kaR5	2878	1268	6590	5404	5153	0.14
kaR	557	kaR6	2851	943	6451	5491	5242	0.1
kaR	557	kaR7	2813	955	6579	5303	5344	0.06
kaR	557	kaR8	2836	1236	6395	5459	5207	0.16
kaR	557	kaR9	2759	1257	6488	5288	5250	0.06
eOo	558	eOo0	1945	2986	118	5575	1980	0.150943396226415
eOo	558	eOo1	2129	2798	343	5592	2041	0.0943396226415094
eOo	558	eOo2	1887	3061	258	5544	2185	0.0754716981132075
eOo	558	eOo3	2144	2904	170	5648	2195	0.132075471698113
eOo	558	eOo4	1924	2828	208	5445	2167	0.0754716981132075
eOo	558	eOo5	2075	2932	133	5477	2009	0.0754716981132075
eOo	558	eOo6	1910	2904	120	5402	2223	0.0754716981132075
eOo	558	eOo7	1888	2949	303	5513	2145	0.0377358490566038
eOo	558	eOo8	2152	3034	325	5424	2019	0.132075471698113
eOo	558	eOo9	2080	3069	291	5637	1896	0.150943396226415
vJH	559	vJH0	2861	4373	5024	2508	3859	0.0416666666666667
vJH	559	vJH1	2607	4419	4926	2286	4132	0.0208333333333333
vJH	559	vJH2	2650	4535	5064	2347	3938	0.0625
vJH	559	vJH3	2722	4603	4841	2312	4175	0.166666666666667
vJH	559	vJH4	2896	4554	5003	2519	4084	0.166666666666667
vJH	559	vJH5	2737	4581	4895	2367	4118	0.145833333333333
vJH	559	vJH6	2826	4583	4940	2245	4165	0.0625
vJH	559	vJH7	2840	4345	4906	2258	4092	0.1875
vJH	559	vJH8	2832	4483	4805	2568	4024	0.0833333333333333
vJH	559	vJH9	2568	4425	4981	2256	4127	0.0625
YWa	560	YWa0	955	2821	1553	5664	2407	0.162162162162162
YWa	560	YWa1	850	2858	1604	5867	2332	0.027027027027027
YWa	560	YWa2	1023	2756	1456	5721	2427	0.162162162162162
YWa	560	YWa3	899	2836	1496	5664	2392	0.243243243243243
YWa	560	YWa4	1080	2801	1455	5737	2414	0.027027027027027
YWa	560	YWa5	939	2989	1539	5894	2539	0.162162162162162
YWa	560	YWa6	829	3005	1572	5704	2436	0.0810810810810811
YWa	560	YWa7	972	3060	1468	5629	2293	0.027027027027027
YWa	560	YWa8	850	2875	1664	5857	2363	0.027027027027027
YWa	560	YWa9	942	2742	1615	5815	2579	0.0810810810810811
pDC	561	pDC0	801	6075	3687	6351	5342	0.0862068965517241
pDC	561	pDC1	537	6090	3806	6432	5345	0.0517241379310345
pDC	561	pDC2	817	6082	3693	6557	5635	0.0172413793103448
pDC	561	pDC3	488	5972	3932	6295	5611	0.0344827586206897
pDC	561	pDC4	559	6113	3957	6450	5358	0.120689655172414
pDC	561	pDC5	709	6039	3878	6568	5551	0.155172413793103
pDC	561	pDC6	622	6267	3704	6562	5557	0.0862068965517241
pDC	561	pDC7	667	6186	3938	6602	5415	0.155172413793103
pDC	561	pDC8	486	6243	3859	6279	5577	0.137931034482759
pDC	561	pDC9	672	6063	3686	6583	5634	0.155172413793103
zFW	562	zFW0	4325	445	1951	1732	1607	0.0909090909090909
zFW	562	zFW1	4481	460	2172	1731	1599	0.0727272727272727
zFW	562	zFW2	4393	439	1921	1698	1311	0.0909090909090909
zFW	562	zFW3	4440	435	2022	1458	1420	0.0909090909090909
zFW	562	zFW4	4285	333	1911	1674	1522	0.0363636363636364
zFW	562	zFW5	4333	408	1968	1706	1459	0.0727272727272727
zFW	562	zFW6	4443	428	1894	1764	1517	0.163636363636364
zFW	562	zFW7	4399	568	1963	1660	1426	0.145454545454545
zFW	562	zFW8	4269	508	2111	1698	1534	0.0909090909090909
zFW	562	zFW9	4227	570	1888	1637	1375	0.145454545454545
RcO	563	RcO0	1224	1936	1607	2497	846	0.225
RcO	563	RcO1	1113	1842	1357	2348	954	0.075
RcO	563	RcO2	1257	1828	1306	2467	796	0.05
RcO	563	RcO3	1100	1637	1269	2259	930	0.175
RcO	563	RcO4	1159	1731	1270	2231	644	0.05
RcO	563	RcO5	1338	1643	1372	2318	799	0.125
RcO	563	RcO6	1204	1899	1392	2184	632	0.125
RcO	563	RcO7	1138	1715	1487	2391	877	0.025
RcO	563	RcO8	1156	1613	1498	2422	829	0.05
RcO	563	RcO9	1353	1745	1338	2419	697	0.1
CMx	564	CMx0	3863	4865	2133	818	5321	0.125
CMx	564	CMx1	3979	4675	2216	789	5340	0.015625
CMx	564	CMx2	3846	4723	2289	894	5209	0.140625
CMx	564	CMx3	3929	4659	2284	1007	5225	0.125
CMx	564	CMx4	4099	4688	2145	961	5410	0.125
CMx	564	CMx5	4017	4902	2030	926	5199	0.125
CMx	564	CMx6	4081	4783	2079	829	5288	0.015625
CMx	564	CMx7	3921	4792	2253	843	5429	0.0625
CMx	564	CMx8	3963	4722	2188	779	5354	0.125
CMx	564	CMx9	3936	4625	2236	923	5316	0.140625
UpS	565	UpS0	4308	5089	381	3392	1611	0.181818181818182
UpS	565	UpS1	4282	4979	475	3318	1641	0.0227272727272727
UpS	565	UpS2	4144	4994	290	3408	1644	0.0681818181818182
UpS	565	UpS3	4327	4814	319	3391	1781	0.159090909090909
UpS	565	UpS4	4186	4836	567	3293	1816	0.159090909090909
UpS	565	UpS5	4077	4953	380	3397	1796	0.159090909090909
UpS	565	UpS6	4365	4928	464	3429	1561	0.159090909090909
UpS	565	UpS7	4253	4771	377	3310	1654	0.0227272727272727
UpS	565	UpS8	4129	4907	268	3391	1712	0.0227272727272727
UpS	565	UpS9	4093	4992	452	3504	1710	0.0454545454545455
Ybf	566	Ybf0	2769	5277	679	4087	3186	0.222222222222222
Ybf	566	Ybf1	2679	5349	461	3905	3379	0.138888888888889
Ybf	566	Ybf2	2751	5155	744	3954	3136	0.0277777777777778
Ybf	566	Ybf3	2595	5136	703	4004	3360	0.0555555555555556
Ybf	566	Ybf4	2703	5197	685	3971	3160	0.194444444444444
Ybf	566	Ybf5	2590	5347	482	3917	3149	0.0555555555555556
Ybf	566	Ybf6	2761	5028	433	3775	3147	0.0277777777777778
Ybf	566	Ybf7	2768	5257	593	3902	3271	0.0833333333333333
Ybf	566	Ybf8	2854	5132	602	3919	3145	0.0555555555555556
Ybf	566	Ybf9	2778	5056	629	3802	3246	0.138888888888889
CuQ	567	CuQ0	244	4428	2217	6032	3858	0.142857142857143
CuQ	567	CuQ1	383	4311	2269	5996	3951	0.0317460317460317
CuQ	567	CuQ2	259	4274	2042	5910	3795	0.142857142857143
CuQ	567	CuQ3	487	4518	2191	5952	3786	0.0317460317460317
CuQ	567	CuQ4	430	4514	2130	6115	3909	0.142857142857143
CuQ	567	CuQ5	444	4325	2169	5945	3904	0.142857142857143
CuQ	567	CuQ6	278	4394	2018	5920	4038	0.0793650793650794
CuQ	567	CuQ7	414	4335	2113	6227	3809	0.111111111111111
CuQ	567	CuQ8	398	4337	2159	6073	3930	0.111111111111111
CuQ	567	CuQ9	438	4324	2170	6065	3880	0.0634920634920635
MwF	568	MwF0	1569	6276	5983	1546	1639	0.127272727272727
MwF	568	MwF1	1575	6216	5933	1289	1330	0.0909090909090909
MwF	568	MwF2	1659	6243	6084	1336	1560	0.0181818181818182
MwF	568	MwF3	1525	6186	5990	1450	1426	0.0363636363636364
MwF	568	MwF4	1555	6296	5922	1486	1470	0.163636363636364
MwF	568	MwF5	1699	6086	6052	1563	1407	0.0909090909090909
MwF	568	MwF6	1663	6363	5891	1444	1342	0.0909090909090909
MwF	568	MwF7	1676	6342	5940	1336	1420	0.109090909090909
MwF	568	MwF8	1495	6145	6223	1303	1395	0.127272727272727
MwF	568	MwF9	1730	6322	6020	1294	1498	0.145454545454545
ndV	569	ndV0	2937	4516	3990	1034	185	0.173913043478261
ndV	569	ndV1	2984	4743	4168	999	245	0.130434782608696
ndV	569	ndV2	3143	4710	4161	1138	220	0.130434782608696
ndV	569	ndV3	3113	4422	4089	1044	350	0.152173913043478
ndV	569	ndV4	3101	4431	3954	1295	465	0.0652173913043478
ndV	569	ndV5	2963	4439	4234	1071	354	0.0434782608695652
ndV	569	ndV6	3131	4486	4141	1107	479	0.0434782608695652
ndV	569	ndV7	2995	4559	4028	1068	365	0.0217391304347826
ndV	569	ndV8	3219	4678	4068	1122	354	0.0869565217391304
ndV	569	ndV9	3029	4552	4090	1021	189	0.152173913043478
TET	570	TET0	4567	2631	1451	2587	3627	0.113636363636364
TET	570	TET1	4824	2850	1420	2748	3539	0.204545454545455
TET	570	TET2	4779	2839	1406	2779	3480	0.0454545454545455
TET	570	TET3	4652	2778	1523	2548	3741	0.0909090909090909
TET	570	TET4	4569	2619	1252	2536	3527	0.0681818181818182
TET	570	TET5	4766	2895	1321	2499	3689	0.204545454545455
TET	570	TET6	4643	2646	1237	2507	3478	0.0227272727272727
TET	570	TET7	4581	2837	1499	2768	3709	0.0227272727272727
TET	570	TET8	4837	2726	1361	2499	3653	0.113636363636364
TET	570	TET9	4674	2778	1277	2609	3507	0.113636363636364
JaA	571	JaA0	736	3320	4367	3379	4635	0.0769230769230769
JaA	571	JaA1	741	3348	4347	3378	4679	0.138461538461538
JaA	571	JaA2	1041	3142	4357	3686	4789	0.138461538461538
JaA	571	JaA3	899	3373	4166	3556	4701	0.0769230769230769
JaA	571	JaA4	771	3144	4170	3638	4787	0.138461538461538
JaA	571	JaA5	1021	3250	4404	3500	4834	0.0153846153846154
JaA	571	JaA6	760	3364	4128	3525	4591	0.123076923076923
JaA	571	JaA7	931	3290	4268	3579	4632	0.0615384615384615
JaA	571	JaA8	1000	3228	4438	3371	4512	0.0923076923076923
JaA	571	JaA9	1030	3200	4279	3617	4653	0.138461538461538
USB	572	USB0	2051	2017	364	1223	4994	0.113636363636364
USB	572	USB1	2244	2300	315	1086	5196	0.0227272727272727
USB	572	USB2	2301	2228	579	1073	4917	0.0909090909090909
USB	572	USB3	2194	2272	490	1081	4921	0.181818181818182
USB	572	USB4	2070	2066	471	1102	4989	0.0681818181818182
USB	572	USB5	2210	1990	293	1319	5175	0.0909090909090909
USB	572	USB6	2255	2300	279	1310	5134	0.159090909090909
USB	572	USB7	2114	2012	570	1335	5007	0.181818181818182
USB	572	USB8	2202	2292	385	1077	5070	0.0454545454545455
USB	572	USB9	2260	2278	541	1123	5129	0.0454545454545455
Ygz	573	Ygz0	1038	6297	4635	1709	2832	0.115384615384615
Ygz	573	Ygz1	954	6243	4613	1598	2790	0.153846153846154
Ygz	573	Ygz2	963	6398	4382	1723	2599	0.0961538461538462
Ygz	573	Ygz3	888	6167	4629	1728	2614	0.0384615384615385
Ygz	573	Ygz4	1052	6425	4620	1631	2601	0.0576923076923077
Ygz	573	Ygz5	1007	6402	4466	1421	2887	0.134615384615385
Ygz	573	Ygz6	974	6169	4528	1547	2721	0.115384615384615
Ygz	573	Ygz7	851	6327	4569	1476	2786	0.153846153846154
Ygz	573	Ygz8	880	6492	4630	1589	2815	0.0769230769230769
Ygz	573	Ygz9	1114	6292	4616	1513	2565	0.0576923076923077
Czk	574	Czk0	1033	3156	703	5553	3263	0.0983606557377049
Czk	574	Czk1	1019	3156	900	5430	3487	0.147540983606557
Czk	574	Czk2	772	2961	890	5352	3177	0.0819672131147541
Czk	574	Czk3	1020	3078	721	5506	3438	0.0491803278688525
Czk	574	Czk4	899	3115	678	5647	3188	0.114754098360656
Czk	574	Czk5	1026	3044	654	5405	3309	0.0327868852459016
Czk	574	Czk6	813	3185	813	5450	3302	0.114754098360656
Czk	574	Czk7	797	3144	693	5447	3225	0.131147540983607
Czk	574	Czk8	1012	2901	656	5423	3370	0.131147540983607
Czk	574	Czk9	1036	3200	833	5573	3426	0.0983606557377049
dDa	575	dDa0	4669	2156	3936	3221	4948	0.160714285714286
dDa	575	dDa1	4714	2278	4011	3202	4945	0.0535714285714286
dDa	575	dDa2	4440	2456	4112	3029	4996	0.0892857142857143
dDa	575	dDa3	4687	2182	3964	3107	4980	0.0714285714285714
dDa	575	dDa4	4435	2356	3986	3118	5163	0.107142857142857
dDa	575	dDa5	4651	2199	4003	2975	5053	0.0714285714285714
dDa	575	dDa6	4484	2227	4008	3223	5147	0.0714285714285714
dDa	575	dDa7	4602	2214	3884	2932	4832	0.107142857142857
dDa	575	dDa8	4541	2384	4063	3223	4975	0.107142857142857
dDa	575	dDa9	4527	2340	3909	2912	4834	0.160714285714286
Xzx	576	Xzx0	852	5646	3616	5355	3271	0.125
Xzx	576	Xzx1	547	5574	3612	5435	3138	0.0208333333333333
Xzx	576	Xzx2	745	5484	3609	5414	3136	0.145833333333333
Xzx	576	Xzx3	623	5557	3718	5458	3203	0.125
Xzx	576	Xzx4	836	5758	3828	5334	3248	0.1875
Xzx	576	Xzx5	669	5592	3780	5421	3375	0.125
Xzx	576	Xzx6	764	5754	3883	5535	3131	0.145833333333333
Xzx	576	Xzx7	712	5566	3851	5409	3397	0.0208333333333333
Xzx	576	Xzx8	616	5452	3687	5420	3199	0.0416666666666667
Xzx	576	Xzx9	720	5657	3813	5289	3412	0.0625
oWC	577	oWC0	4001	5047	1719	2462	1445	0.101694915254237
oWC	577	oWC1	3815	5024	1733	2562	1519	0.0169491525423729
oWC	577	oWC2	3756	5001	1791	2645	1393	0.135593220338983
oWC	577	oWC3	3792	4808	1824	2612	1286	0.152542372881356
oWC	577	oWC4	3816	4956	1663	2481	1300	0.11864406779661
oWC	577	oWC5	3870	4884	1640	2715	1539	0.0338983050847458
oWC	577	oWC6	3987	4830	1612	2618	1358	0.101694915254237
oWC	577	oWC7	3784	4815	1666	2619	1331	0.135593220338983
oWC	577	oWC8	4027	4884	1717	2517	1488	0.11864406779661
oWC	577	oWC9	3911	5037	1609	2552	1404	0.0847457627118644
Sto	578	Sto0	775	5123	3892	1813	1765	0.0212765957446809
Sto	578	Sto1	776	5078	3639	1754	1828	0.0212765957446809
Sto	578	Sto2	906	4980	3674	1696	1795	0.106382978723404
Sto	578	Sto3	831	5094	3780	2028	1848	0.0851063829787234
Sto	578	Sto4	748	5015	3879	1860	1775	0.191489361702128
Sto	578	Sto5	835	4907	3816	1700	1716	0.0425531914893617
Sto	578	Sto6	997	5136	3815	2030	2025	0.148936170212766
Sto	578	Sto7	862	4996	3785	1876	2014	0.106382978723404
Sto	578	Sto8	757	5152	3721	1700	1755	0.170212765957447
Sto	578	Sto9	930	5002	3779	1864	1690	0.106382978723404
QLe	579	QLe0	3335	5555	5692	2001	240	0.0384615384615385
QLe	579	QLe1	3143	5315	5677	1925	332	0.269230769230769
QLe	579	QLe2	3248	5553	5861	1699	237	0.0384615384615385
QLe	579	QLe3	3346	5476	5717	1946	569	0.153846153846154
QLe	579	QLe4	3148	5389	5655	1811	508	0.0384615384615385
QLe	579	QLe5	3379	5266	5904	1747	432	0.269230769230769
QLe	579	QLe6	3219	5536	5699	1821	494	0.0384615384615385
QLe	579	QLe7	3088	5234	5678	1852	438	0.0769230769230769
QLe	579	QLe8	3325	5405	5705	1682	438	0.0384615384615385
QLe	579	QLe9	3345	5329	5949	1684	340	0.0384615384615385
kXA	580	kXA0	6008	4149	4783	1989	2683	0.170212765957447
kXA	580	kXA1	5754	4131	4668	1746	2899	0.0638297872340425
kXA	580	kXA2	6023	4088	4651	1994	2932	0.170212765957447
kXA	580	kXA3	5970	4232	4915	2066	2826	0.170212765957447
kXA	580	kXA4	5843	3973	4684	1724	2745	0.0425531914893617
kXA	580	kXA5	5857	3999	4806	1750	2673	0.0425531914893617
kXA	580	kXA6	6021	3926	4621	1933	2640	0.0212765957446809
kXA	580	kXA7	5873	3959	4840	1985	2617	0.0851063829787234
kXA	580	kXA8	5723	3912	4862	2049	2668	0.191489361702128
kXA	580	kXA9	5877	4209	4824	2065	2723	0.0425531914893617
uik	581	uik0	5985	6290	3300	3754	4600	0.160714285714286
uik	581	uik1	6029	6210	3369	3809	4556	0.125
uik	581	uik2	6144	6277	3433	3915	4528	0.0892857142857143
uik	581	uik3	5966	6170	3338	3863	4523	0.0892857142857143
uik	581	uik4	5987	6092	3435	3826	4285	0.0535714285714286
uik	581	uik5	5894	6082	3529	4019	4299	0.125
uik	581	uik6	5952	6094	3325	3700	4483	0.160714285714286
uik	581	uik7	6094	6275	3385	3976	4305	0.0178571428571429
uik	581	uik8	6011	6151	3261	3956	4448	0.0357142857142857
uik	581	uik9	5885	6157	3364	3843	4454	0.142857142857143
dbA	582	dbA0	3261	5231	2151	4471	406	0.0681818181818182
dbA	582	dbA1	3338	5026	2197	4589	577	0.0681818181818182
dbA	582	dbA2	3577	5278	2084	4446	414	0.0227272727272727
dbA	582	dbA3	3432	5247	1902	4436	534	0.204545454545455
dbA	582	dbA4	3358	5223	2120	4397	273	0.0454545454545455
dbA	582	dbA5	3476	5315	2121	4581	353	0.181818181818182
dbA	582	dbA6	3515	5269	2093	4412	411	0.113636363636364
dbA	582	dbA7	3531	5244	2203	4481	489	0.113636363636364
dbA	582	dbA8	3297	5106	1901	4274	350	0.113636363636364
dbA	582	dbA9	3583	5274	2219	4312	536	0.0681818181818182
mhp	583	mhp0	1254	776	1712	1496	943	0.159090909090909
mhp	583	mhp1	1258	839	1640	1570	693	0.0681818181818182
mhp	583	mhp2	1061	790	1764	1533	690	0.0227272727272727
mhp	583	mhp3	1212	545	1437	1593	875	0.0909090909090909
mhp	583	mhp4	1066	787	1539	1463	936	0.136363636363636
mhp	583	mhp5	1159	760	1540	1473	949	0.181818181818182
mhp	583	mhp6	1084	767	1652	1642	816	0.0681818181818182
mhp	583	mhp7	1040	837	1487	1660	724	0.0909090909090909
mhp	583	mhp8	1324	761	1535	1433	811	0.0227272727272727
mhp	583	mhp9	1031	623	1715	1647	698	0.159090909090909
ECX	584	ECX0	6496	2772	1188	436	908	0.147540983606557
ECX	584	ECX1	6747	2702	1033	416	1042	0.131147540983607
ECX	584	ECX2	6750	2583	1175	552	814	0.0655737704918033
ECX	584	ECX3	6737	2595	962	443	1039	0.0655737704918033
ECX	584	ECX4	6676	2774	1042	591	888	0.0983606557377049
ECX	584	ECX5	6554	2645	1048	577	835	0.0819672131147541
ECX	584	ECX6	6493	2863	955	661	1008	0.147540983606557
ECX	584	ECX7	6650	2620	1213	730	978	0.0983606557377049
ECX	584	ECX8	6665	2703	1010	586	1013	0.0327868852459016
ECX	584	ECX9	6602	2591	937	732	737	0.131147540983607
tGB	585	tGB0	5825	6481	5623	1104	4012	0.0892857142857143
tGB	585	tGB1	5685	6337	5654	1328	4125	0.0892857142857143
tGB	585	tGB2	5596	6326	5599	1188	4036	0.0357142857142857
tGB	585	tGB3	5731	6605	5869	1015	3962	0.0714285714285714
tGB	585	tGB4	5690	6411	5854	1117	4109	0.107142857142857
tGB	585	tGB5	5630	6502	5728	1231	4120	0.0535714285714286
tGB	585	tGB6	5879	6466	5907	1194	3950	0.107142857142857
tGB	585	tGB7	5724	6524	5850	1221	4171	0.160714285714286
tGB	585	tGB8	5675	6356	5627	1230	4064	0.160714285714286
tGB	585	tGB9	5609	6441	5690	1178	3963	0.125
uFn	586	uFn0	5567	3771	1444	3178	2753	0.0566037735849057
uFn	586	uFn1	5543	3547	1473	3153	2961	0.0754716981132075
uFn	586	uFn2	5406	3753	1502	3429	2827	0.150943396226415
uFn	586	uFn3	5500	3787	1668	3126	2785	0.132075471698113
uFn	586	uFn4	5520	3735	1723	3148	2831	0.132075471698113
